run_timestamp,target_region,source_region,TARGET_COL,INPUT_LEN,HORIZON,STRIDE,n_features,experiment,target_station_ids,method,metric_mae,matric_mse,metric_rmse
2026-03-16T11:57:59+08:00,papua,java,max_temperature,14,7,2,9,Single_Station,P11,ARIMA,0.82928365,1.166251540184021,1.0799313
2026-03-16T11:57:59+08:00,papua,java,max_temperature,14,7,2,9,Three-Station,P08|P11|P14,ARIMA,0.9408617,1.4874557256698608,1.219613
