run_timestamp,experiment,phase,method,INPUT_LEN,input_len,frac_target,n_target,rep_idx,seed,metric_mae,metric_mse,metric_rmse,target_region,source_region,TARGET_COL,HORIZON,STRIDE,n_features,target_station_ids,delta_pct,note,use_target_task_loss,n_repeats,arima_mae,arima_mse,vanilla_mae_mean,vanilla_mae_std,vanilla_mse_mean,vanilla_mse_std,dann_mae_mean,dann_mae_std,dann_mse_mean,dann_mse_std,delta_mae_mean,delta_mse_mean,wilcoxon_p_mae,wilcoxon_p_mse
2026-03-13T14:30:36+08:00,low_resource,summary,paired_summary,7,7.0,0.05,1912.0,,,,,,papua,java,max_temperature,7,2,9,,,,,30.0,0.8916552662849426,1.3370466232299805,1.4616173148155212,0.03595019807681772,3.5801175594329835,0.16025926285529943,1.244083253542582,0.04796478536362796,2.5773854494094848,0.24736496617213477,0.21753406127293903,1.0027321100234985,9.313225746154785e-10,9.313225746154785e-10
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,0.0,1457886124.0,0.9455057382583618,1.511332392692566,1.2293625961011527,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,0.0,1457886124.0,0.9462661743164062,1.4929763078689575,1.2218740965700834,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,1.0,1863767777.0,0.9197442531585693,1.4174500703811646,1.1905671213254483,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,1.0,1863767777.0,0.9846842885017395,1.5853291749954224,1.259098556505972,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,2.0,935557572.0,0.9520670771598816,1.4794481992721558,1.2163256962146922,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,2.0,935557572.0,0.9823878407478333,1.5533592700958252,1.2463383449512517,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,3.0,681857693.0,0.9628141522407532,1.6042706966400146,1.2665980801501378,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,3.0,681857693.0,1.1984866857528687,2.3908543586730957,1.5462387780265685,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,4.0,1134572138.0,0.9296056628227234,1.4604058265686035,1.208472517920289,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
