run_timestamp,method,INPUT_LEN,metric_mae,metric_mse,metric_rmse,HORIZON,STRIDE,n_features,experiment_name,target_station_ids
2026-04-10 19:56:54,vanilla,14,1.797864556312561,5.3498029708862305,2.312964109294874,7,2,9,single-station,['P11']
2026-04-10 19:56:54,dann,14,1.2586021423339844,2.4404025077819824,1.5621787694697373,7,2,9,single-station,['P11']
2026-04-10 19:57:33,vanilla,14,1.0101253986358643,1.7060846090316772,1.306171737954729,7,2,9,three-station,"['P08', 'P11', 'P14']"
2026-04-10 19:57:33,dann,14,1.1284241676330566,1.9890433549880981,1.410334483371976,7,2,9,three-station,"['P08', 'P11', 'P14']"
