run_timestamp,experiment,method,INPUT_LEN,metric_mae,metric_mse,metric_rmse,HORIZON,STRIDE,n_features,target_station_ids
2026-04-16 07:42:40,single-station,arima,14,0.8292836620497528,1.1662515024913032,1.0799312489650919,7,2,9,['P11']
2026-04-16 07:42:40,single-station,vanilla,14,2.0510916709899902,7.249637603759766,2.692515107433896,7,2,9,['P11']
2026-04-16 07:42:40,single-station,dann,14,1.2229593992233276,2.3773605823516846,1.5418691845781485,7,2,9,['P11']
2026-04-16 07:42:40,single-station,attf,14,19.460275650024414,438.9498291015625,20.95112954237939,7,2,9,['P11']
2026-04-16 07:42:40,single-station,daf,14,1.0638093948364258,1.920403242111206,1.3857861458793728,7,2,9,['P11']
2026-04-16 07:42:40,single-station,kmm_vanilla,14,1.733272910118103,4.9358086585998535,2.2216679901821186,7,2,9,['P11']
2026-04-16 07:42:40,single-station,kmm_vu_tran,14,1.3337030410766602,3.040107488632202,1.7435904016230996,7,2,9,['P11']
2026-04-16 07:42:40,three-station,arima,14,0.9408617293814951,1.4874556887013721,1.2196129257684063,7,2,9,"['P08', 'P11', 'P14']"
2026-04-16 07:42:40,three-station,vanilla,14,0.9664969444274902,1.5918457508087158,1.2616836968149805,7,2,9,"['P08', 'P11', 'P14']"
2026-04-16 07:42:40,three-station,dann,14,1.20783269405365,2.268930673599243,1.5062970071002741,7,2,9,"['P08', 'P11', 'P14']"
2026-04-16 07:42:40,three-station,attf,14,1.4559286832809448,3.4775490760803223,1.8648187783482668,7,2,9,"['P08', 'P11', 'P14']"
2026-04-16 07:42:40,three-station,daf,14,1.1138651371002197,2.105389356613159,1.4509959878005037,7,2,9,"['P08', 'P11', 'P14']"
2026-04-16 07:42:40,three-station,kmm_vanilla,14,1.3370254039764404,3.061624050140381,1.749749710713044,7,2,9,"['P08', 'P11', 'P14']"
2026-04-16 07:42:40,three-station,kmm_vu_tran,14,1.3338587284088135,3.0242233276367188,1.739029421153282,7,2,9,"['P08', 'P11', 'P14']"
