run_timestamp,experiment,phase,method,INPUT_LEN,frac_target,n_target,rep_idx,seed,metric_mae,metric_mse,metric_rmse,HORIZON,STRIDE,n_features,target_station_ids,vtt_mae_mean,vtt_mae_std,vtt_mse_mean,vtt_mse_std,vtt_rmse_mean,vtt_rmse_std,vtkm_mae_mean,vtkm_mae_std,vtkm_mse_mean,vtkm_mse_std,vtkm_rmse_mean,vtkm_rmse_std,attf_mae_mean,attf_mae_std,attf_mse_mean,attf_mse_std,attf_rmse_mean,attf_rmse_std,daf_mae_mean,daf_mae_std,daf_mse_mean,daf_mse_std,daf_rmse_mean,daf_rmse_std,tft_non_da_mae_mean,tft_non_da_mae_std,tft_non_da_mse_mean,tft_non_da_mse_std,tft_non_da_rmse_mean,tft_non_da_rmse_std,tft_da_mae_mean,tft_da_mae_std,tft_da_mse_mean,tft_da_mse_std,tft_da_rmse_mean,tft_da_rmse_std,wilcoxon_p_vtt_vtkm_mae,wilcoxon_p_vtt_vtkm_mse,wilcoxon_p_vtt_vtkm_rmse,wilcoxon_p_attf_daf_mae,wilcoxon_p_attf_daf_mse,wilcoxon_p_attf_daf_rmse,wilcoxon_p_tft_mae,wilcoxon_p_tft_mse,wilcoxon_p_tft_rmse,wilcoxon_p_tft_kmm_mae,wilcoxon_p_tft_kmm_mse,wilcoxon_p_tft_kmm_rmse,wilcoxon_p_tft_daf_mae,wilcoxon_p_tft_daf_mse,wilcoxon_p_tft_daf_rmse
2026-05-05 07:54:16,single-station,,arima,14,,,,,0.8292836620497528,1.1662515024913032,1.0799312489650919,7,2,9,['P11'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,single-station,,vu tran transformer,14,,,,,23.505338668823242,559.1659545898438,23.646690140267914,7,2,9,['P11'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,single-station,,vu tran kmm,14,,,,,24.076374053955078,586.3298950195312,24.214249833920753,7,2,9,['P11'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,single-station,,attf,14,,,,,18.041841506958008,413.5401611328125,20.335686886181456,7,2,9,['P11'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,single-station,,daf,14,,,,,1.8023271560668945,4.77956485748291,2.186221593865295,7,2,9,['P11'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,single-station,,tft non da,14,,,,,27.012990951538086,737.7090454101562,27.160799026489258,7,2,9,['P11'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,single-station,,tft da,14,,,,,26.117984771728516,689.0331420898438,26.24944079575494,7,2,9,['P11'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,three-station,,arima,14,,,,,0.9408617293814951,1.4874556887013721,1.2196129257684063,7,2,9,"['P08', 'P11', 'P14']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,three-station,,vu tran transformer,14,,,,,22.54589080810547,514.9873046875,22.693331722942315,7,2,9,"['P08', 'P11', 'P14']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,three-station,,vu tran kmm,14,,,,,24.084444046020508,586.7193603515625,24.222290567812998,7,2,9,"['P08', 'P11', 'P14']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,three-station,,attf,14,,,,,2.520159959793091,12.236542701721191,3.4980770005420396,7,2,9,"['P08', 'P11', 'P14']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,three-station,,daf,14,,,,,2.1499366760253906,6.431839466094971,2.5361071479917743,7,2,9,"['P08', 'P11', 'P14']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,three-station,,tft non da,14,,,,,25.23555564880371,643.638427734375,25.37002944946289,7,2,9,"['P08', 'P11', 'P14']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,three-station,,tft da,14,,,,,22.59508514404297,517.3997802734375,22.746423461138622,7,2,9,"['P08', 'P11', 'P14']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,vu tran transformer,14,0.05,1910.0,0.0,843828734.0,23.913677215576172,579.1591186523438,24.065724976662217,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,vu tran kmm,14,0.05,1910.0,0.0,843828734.0,23.082721710205078,539.4677124023438,23.22644424793308,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,attf,14,0.05,1910.0,0.0,843828734.0,15.197336196899414,275.2187805175781,16.589719121117696,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,daf,14,0.05,1910.0,0.0,843828734.0,1.982867956161499,5.556705951690674,2.3572666271957177,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft non da,14,0.05,1910.0,0.0,843828734.0,26.759841918945312,722.9189453125,26.88715171813965,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft da,14,0.05,1910.0,0.0,843828734.0,26.39923095703125,703.9174194335938,26.531442091103788,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,vu tran transformer,14,0.05,1910.0,1.0,914636141.0,24.326766967773438,598.720458984375,24.46876496647052,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,vu tran kmm,14,0.05,1910.0,1.0,914636141.0,23.345237731933594,551.658935546875,23.487420793839306,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,attf,14,0.05,1910.0,1.0,914636141.0,16.513919830322266,323.5308837890625,17.98696427385851,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,daf,14,0.05,1910.0,1.0,914636141.0,1.9266161918640137,5.309478282928467,2.3042305186175422,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft non da,14,0.05,1910.0,1.0,914636141.0,26.841646194458008,727.268798828125,26.96792221069336,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft da,14,0.05,1910.0,1.0,914636141.0,26.484054565429688,708.46044921875,26.616920355645014,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,summary,summary,14,0.05,1910.0,1.0,914636141.0,,,,7,2,9,,24.120222091674805,0.29209856501735704,588.9397888183594,13.831956397877208,24.26724497156637,0.28499230988280777,23.213979721069336,0.18562685913434845,545.5633239746094,8.620496556456432,545.5633239746094,8.620496556456432,15.85562801361084,0.930965215192522,299.3748321533203,34.161815836651385,17.288341697488104,0.9880015224830639,1.9547420740127563,0.03977600398845922,5.43309211730957,0.1748163610786982,2.33074857290663,0.03750219202337386,26.80074405670166,0.05784435794507949,725.0938720703125,3.0758109180665816,26.927536964416504,0.05711336300450655,26.44164276123047,0.05997934870324734,706.1889343261719,3.2124071682164486,26.574181223374403,0.060442260501158813,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0,0.25,0.25,0.25,0.25,0.25,0.25
2026-05-05 07:54:16,low-resource,repeat,vu tran transformer,14,0.15,5731.0,0.0,1228959102.0,24.44662857055664,604.2974853515625,24.58246296349417,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,vu tran kmm,14,0.15,5731.0,0.0,1228959102.0,23.999494552612305,582.6295776367188,24.137721053088644,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,attf,14,0.15,5731.0,0.0,1228959102.0,3.5177550315856934,21.476736068725586,4.634299954548215,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,daf,14,0.15,5731.0,0.0,1228959102.0,2.1282777786254883,6.483949661254883,2.5463600808320264,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft non da,14,0.15,5731.0,0.0,1228959102.0,25.483219146728516,656.28564453125,25.618072509765625,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft da,14,0.15,5731.0,0.0,1228959102.0,24.34453582763672,599.6649169921875,24.488056619343794,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,vu tran transformer,14,0.15,5731.0,1.0,1840268610.0,24.029008865356445,584.0565185546875,24.16726129611478,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,vu tran kmm,14,0.15,5731.0,1.0,1840268610.0,23.76344871520996,571.36279296875,23.903196291892638,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,attf,14,0.15,5731.0,1.0,1840268610.0,5.845146179199219,51.3244514465332,7.16410855909744,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,daf,14,0.15,5731.0,1.0,1840268610.0,2.295719861984253,7.228333950042725,2.688556108777112,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft non da,14,0.15,5731.0,1.0,1840268610.0,25.870975494384766,676.1312866210938,26.002525329589844,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft da,14,0.15,5731.0,1.0,1840268610.0,23.7558650970459,571.191650390625,23.89961611387566,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,summary,summary,14,0.15,5731.0,1.0,1840268610.0,,,,7,2,9,,24.237818717956543,0.295301725504185,594.177001953125,14.312524879842064,24.374862129804477,0.2935919145639272,23.881471633911133,0.16690961229805445,576.9961853027344,7.966819840889327,576.9961853027344,7.966819840889327,4.681450605392456,1.645714062951065,36.400593757629395,21.10552194657376,5.899204256822827,1.788844819380834,2.2119988203048706,0.11839943259898565,6.856141805648804,0.5263591784106082,2.617458094804569,0.10054777561776182,25.67709732055664,0.2741851428758628,666.2084655761719,14.032988098729682,25.810298919677734,0.27184919594399504,24.05020046234131,0.41625306548680824,585.4282836914062,20.133639896497286,24.193836366609727,0.4160902717413581,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0,0.5,0.5,0.5,0.25,0.25,0.25
2026-05-05 07:54:16,low-resource,repeat,vu tran transformer,14,0.25,9551.0,0.0,974319580.0,24.45267105102539,604.5955200195312,24.58852415293629,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,vu tran kmm,14,0.25,9551.0,0.0,974319580.0,23.613452911376953,564.2474975585938,23.753894366158022,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,attf,14,0.25,9551.0,0.0,974319580.0,1.3435434103012085,3.059140920639038,1.7490399997252888,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,daf,14,0.25,9551.0,0.0,974319580.0,1.9343538284301758,5.324565410614014,2.307501984964263,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft non da,14,0.25,9551.0,0.0,974319580.0,24.680301666259766,616.1072998046875,24.821508407592773,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft da,14,0.25,9551.0,0.0,974319580.0,21.130992889404297,453.8521423339844,21.303805818068856,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,vu tran transformer,14,0.25,9551.0,1.0,819844194.0,24.469045639038086,605.4063110351562,24.60500581254059,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,vu tran kmm,14,0.25,9551.0,1.0,819844194.0,23.67681884765625,567.2463989257812,23.816935128722612,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,attf,14,0.25,9551.0,1.0,819844194.0,1.4810148477554321,3.4531683921813965,1.8582702688740937,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,daf,14,0.25,9551.0,1.0,819844194.0,2.2774696350097656,7.146342754364014,2.673264437792119,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 07:54:16,low-resource,repeat,tft non da,14,0.25,9551.0,1.0,819844194.0,24.1415958404541,589.6861572265625,24.28345489501953,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
