run_timestamp,experiment,method,INPUT_LEN,metric_mae,metric_mse,metric_rmse,HORIZON,STRIDE,n_features,target_station_ids
2026-04-21 12:03:52,single-station,arima,14,0.8292836620497528,1.1662515024913032,1.0799312489650919,7,2,9,['P11']
2026-04-21 12:03:52,single-station,vu tran transformers,14,1.9887669086456299,6.5475640296936035,2.558820827977919,7,2,9,['P11']
2026-04-21 12:03:52,single-station,dann,14,1.9887669086456299,6.5475640296936035,2.558820827977919,7,2,9,['P11']
2026-04-21 12:03:52,single-station,attf,14,18.674633026123047,437.4857177734375,20.91615925004965,7,2,9,['P11']
2026-04-21 12:03:52,single-station,daf,14,1.086597204208374,1.973055124282837,1.4046548060939517,7,2,9,['P11']
2026-04-21 12:03:52,single-station,tft non da,14,2.1543877124786377,7.513696670532227,2.741112232208252,7,2,9,['P11']
2026-04-21 12:03:52,single-station,tft da,14,0.9047225713729858,1.3871723413467407,1.1777828073744074,7,2,9,['P11']
2026-04-21 12:03:52,three-station,arima,14,0.9408617293814951,1.4874556887013721,1.2196129257684063,7,2,9,"['P08', 'P11', 'P14']"
2026-04-21 12:03:52,three-station,vu tran transformers,14,1.6760587692260742,4.828213691711426,2.197319660793901,7,2,9,"['P08', 'P11', 'P14']"
2026-04-21 12:03:52,three-station,dann,14,1.6760587692260742,4.828213691711426,2.197319660793901,7,2,9,"['P08', 'P11', 'P14']"
2026-04-21 12:03:52,three-station,attf,14,1.5934571027755737,4.023168087005615,2.0057836590733347,7,2,9,"['P08', 'P11', 'P14']"
2026-04-21 12:03:52,three-station,daf,14,0.9787173867225647,1.603500485420227,1.266293996440095,7,2,9,"['P08', 'P11', 'P14']"
2026-04-21 12:03:52,three-station,tft non da,14,1.9106570482254028,5.76326847076416,2.4006807804107666,7,2,9,"['P08', 'P11', 'P14']"
2026-04-21 12:03:52,three-station,tft da,14,0.9514748454093933,1.561461091041565,1.2495843673164149,7,2,9,"['P08', 'P11', 'P14']"
